ID列	地域ID指定列	音素列	かな列	IPA列	訳列	系統列	意味領域列	品詞列	アクセント型列	音節構造列	語幹列	備考列	音声ファイル列	画像ファイル列	動画列	活用列	標準語ひらがな列	例文指定列	更新列	例文列	例文訳列
TY1540	1	aagamee	アーガメー	aːgameː	NA	沖縄語	地名	名詞	不明	VV.CV.CVV		地名（伊平屋内）							20220418		
TY1541	1	sooroomai	ソーローマイ	soːɾoːmai	NA	沖縄語	地名	名詞	不明	CVV.CVV.CV.V		地名（伊平屋内）							20220418		
TY1542	1	unazaremoo	ウナザレモー	unazaɾemoː	NA	沖縄語	地名	名詞	不明	V.CV.CV.CV.CVV		地名（伊平屋内）							20220418		
TY1543	1	mezii	メジー	meʥiː	NA	沖縄語	地名	名詞	不明	CV.CVV		地名（伊平屋内）							20220418		
TY1544	1	ičizii	イチヂー	iʨiʥiː	NA	沖縄語	地名	名詞	不明	V.CV.CVV		地名（伊平屋内）							20220418		
TY1545	1	zookuarazi	ジョークアラジ	ʥoːkuaɾaʥi	NA	沖縄語	地名	名詞	不明	CVV.CV.V.CV.CV		地名（伊平屋内）							20220418		
TY1546	1	naatora	ナートラ	naːtoɾa	NA	沖縄語	地名	名詞	不明	CVV.CV.CV		地名（伊平屋内）							20220418		
TY1547	1	meedadamu	メーダダム	meːdadamu	NA	沖縄語	地名	名詞	不明	CVV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1548	1	giiza	ギーザ	giːza	NA	沖縄語	地名	名詞	不明	CVV.CV		地名（伊平屋内）							20220418		
TY1549	1	nakuči	ナクチ	nakuʨi	NA	沖縄語	地名	名詞	不明	CV.CV.CV		地名（伊平屋内）							20220418		
TY1550	1	wahaa	ワハァー	wahaaː	NA	沖縄語	地名	名詞	不明	CV.CVV		地名（伊平屋内）							20220418		
TY1551	1	takačiči	タカチチ	takaʨiʨi	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1552	1	guwandaa	グワンダー	guwandaː	NA	沖縄語	地名	名詞	不明	CV.CVC.CVV		地名（伊平屋内）							20220418		
TY1553	1	wačigumoi	ワチグモイ	waʨigumoi	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CV.V		地名（伊平屋内）							20220418		
TY1554	1	irisina	イリシナ	iɾiɕina	NA	沖縄語	地名	名詞	不明	V.CV.CV.CV		地名（伊平屋内）							20220418		
TY1555	1	uzimaa	ウジマー	uʥimaː	NA	沖縄語	地名	名詞	不明	V.CV.CVV		地名（伊平屋内）							20220418		
TY1556	1	iinufa	イーヌファ	iːnuɸa	NA	沖縄語	地名	名詞	不明	VV.CV.CV		地名（伊平屋内）							20220418		
TY1557	1	tangamaa	タンガマー	tangamaː	NA	沖縄語	地名	名詞	不明	CVC.CV.CVV		地名（伊平屋内）							20220418		
TY1558	1	sizirii	シジリー	ɕiʥiɾiː	NA	沖縄語	地名	名詞	不明	CV.CV.CVV		地名（伊平屋内）							20220418		
TY1559	1	tačigaara	タチガーラ	taʨigaːɾa	NA	沖縄語	地名	名詞	不明	CV.CV.CVV.CV		地名（伊平屋内）							20220418		
TY1560	1	irisinadamu	イリシナダム	iɾiɕinadamu	NA	沖縄語	地名	名詞	不明	V.CV.CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1561	1	rokunappu	ロクナップ	ɾokunappu	NA	沖縄語	地名	名詞	不明	CV.CV.CVC.CV		地名（伊平屋内）							20220418		
TY1562	1	tantuimoo	タントゥイモー	tantuimoː	NA	沖縄語	地名	名詞	不明	CVC.CV.V.CVV		地名（伊平屋内）							20220418		
TY1563	1	sinugumo	シヌグモ	ɕinugumo	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1564	1	siruziraa	シルジラー	ɕiɾuʥiɾaː	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CVV		地名（伊平屋内）							20220418		
TY1565	1	meegaa	メーガー	meːgaː	NA	沖縄語	地名	名詞	不明	CVV.CVV		地名（伊平屋内）							20220418		
TY1566	1	kizimuiisii	キジムイイシー	kiʥimuiiɕiː	NA	沖縄語	地名	名詞	不明	CV.CV.CV.VV.CVV		地名（伊平屋内）							20220418		
TY1567	1	hateja	ハテヤ	hateja	NA	沖縄語	地名	名詞	不明	CV.CV.CV		地名（伊平屋内）							20220418		
TY1568	1	furuhanzimee	フルハンジメー	ɸuɾuhanʥimeː	NA	沖縄語	地名	名詞	不明	CV.CV.CVC.CV.CVV		地名（伊平屋内）							20220418		
TY1569	1	hačiniči	ハチニチ	haʨiniʨi	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1570	1	saataja	サータヤ	saːtaja	NA	沖縄語	地名	名詞	不明	CVV.CV.CV		地名（伊平屋内）							20220418		
TY1571	1	jamakusoo	ヤマクソー	jamakusoː	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CVV		地名（伊平屋内）							20220418		
TY1572	1	seezaagara	セージャーガラ	seːʥaːgaɾa	NA	沖縄語	地名	名詞	不明	CVV.CVV.CV.CV		地名（伊平屋内）							20220418		
TY1573	1	junamasi	ユナマシ	junamaɕi	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1574	1	ganjamoo	ガンヤモー	ganjamoː	NA	沖縄語	地名	名詞	不明	CVC.CV.CVV		地名（伊平屋内）							20220418		
TY1575	1	sičiku	シチク	ɕiʨiku	NA	沖縄語	地名	名詞	不明	CV.CV.CV		地名（伊平屋内）							20220418		
TY1576	1	hazimimoo	ハジミモー	haʥimimoː	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CVV		地名（伊平屋内）							20220418		
TY1577	1	nisihanta	西ハンタ	niɕihanta	NA	沖縄語	地名	名詞	不明	CV.CV.CVC.CV		地名（伊平屋内）							20220418		
TY1578	1	nakahanta	中ハンタ	nakahanta	NA	沖縄語	地名	名詞	不明	CV.CV.CVC.CV		地名（伊平屋内）							20220418		
TY1579	1	higasihanta	東ハンタ	çigaɕihanta	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CVC.CV		地名（伊平屋内）							20220418		
TY1580	1	hantagaara	ハンタガーラ	hantagaːɾa	NA	沖縄語	地名	名詞	不明	CVC.CV.CVV.CV		地名（伊平屋内）							20220418		
TY1581	1	ganzina	ガンジナ	ganʥina	NA	沖縄語	地名	名詞	不明	CVC.CV.CV		地名（伊平屋内）							20220418		
TY1582	1	gataa	ガター	gataː	NA	沖縄語	地名	名詞	不明	CV.CVV		地名（伊平屋内）							20220418		
TY1583	1	fuusi	フーシ	ɸuːɕi	NA	沖縄語	地名	名詞	不明	CVV.CV		地名（伊平屋内）							20220418		
TY1584	1	kamitaki	カミタキ	kamitaki	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1585	1	amannaa	アマンナー	amannaː	NA	沖縄語	地名	名詞	不明	V.CVC.CVV		地名（伊平屋内）							20220418		
TY1586	1	soozinusiča	ソージヌシチャ	soːʥinuɕiʨa	NA	沖縄語	地名	名詞	不明	CVV.CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1587	1	fuganiuruguči	フガニウルグチ	ɸuganiuɾuguʨi	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1588	1	fugani	フガニ	ɸugani	NA	沖縄語	地名	名詞	不明	CV.CV.CV		地名（伊平屋内）							20220418		
TY1589	1	uusiči	ウーシチ	uːɕiʨi	NA	沖縄語	地名	名詞	不明	VV.CV.CV		地名（伊平屋内）							20220418		
TY1590	1	hantawataki	ハンタワタキ	hantawataki	NA	沖縄語	地名	名詞	不明	CVC.CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1591	1	naatu	ナートゥ	naːtu	NA	沖縄語	地名	名詞	不明	CVV.CV		地名（伊平屋内）							20220418		
TY1592	1	simaziri	シマジリ	ɕimaʥiɾi	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1593	1	ahamihoo	アハミホー	ahamihoː	NA	沖縄語	地名	名詞	不明	V.CV.CV.CVV		地名（伊平屋内）							20220418		
TY1594	1	simasaki	シマサキ	ɕimasaki	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1595	1	sitočizi	シトチィジ	ɕitoʨiʥi	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1596	1	mančawataki	マンチャワタキ	manʨawataki	NA	沖縄語	地名	名詞	不明	CVC.CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1597	1	sičifuhanuhanta	シチフハヌハンタ	ɕiʨiɸuhanuhanta	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CV.CV.CVC.CV		地名（伊平屋内）							20220418		
TY1598	1	asiči	アシチ	aɕiʨi	NA	沖縄語	地名	名詞	不明	V.CV.CV		地名（伊平屋内）							20220418		
TY1599	1	sawara	サワラ	sawaɾa	NA	沖縄語	地名	名詞	不明	CV.CV.CV		地名（伊平屋内）							20220418		
TY1600	1	hiiguči	ヒーグチ	çiːguʨi	NA	沖縄語	地名	名詞	不明	CVV.CV.CV		地名（伊平屋内）							20220418		
TY1601	1	fugara	フガラ	ɸugaɾa	NA	沖縄語	地名	名詞	不明	CV.CV.CV		地名（伊平屋内）							20220418		
TY1602	1	danadomai	ダナドマイ	danadomai	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CV.V		地名（伊平屋内）							20220418		
TY1603	1	ueran	ウエラン	ueɾaɴ	NA	沖縄語	地名	名詞	不明	V.V.CVC		地名（伊平屋内）							20220418		
TY1604	1	tomai	トマイ	tomai	NA	沖縄語	地名	名詞	不明	CV.CV.V		地名（伊平屋内）							20220418		
TY1605	1	maačinusiča	マーチヌシチャ	maːʨinuɕiʨa	NA	沖縄語	地名	名詞	不明	CVV.CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1606	1	ziija	ジーヤ	ʥiːja	NA	沖縄語	地名	名詞	不明	CVV.CV		地名（伊平屋内）							20220418		
TY1607	1	nzijusigaa	ンジユシガー	nʥijuɕigaː	NA	沖縄語	地名	名詞	不明	C.CV.CV.CV.CVV		地名（伊平屋内）							20220418		
TY1608	1	jamadangaa	ヤマダンガー	jamadaŋgaː	NA	沖縄語	地名	名詞	不明	CV.CV.CVC.CVV		地名（伊平屋内）							20220418		
TY1609	1	kuwaagizina	クワーギジナ	kuwaːgiʥina	NA	沖縄語	地名	名詞	不明	CV.CVV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1610	1	ufaanusinda	ウフャーヌシンダ	uɸaːnuɕinda	NA	沖縄語	地名	名詞	不明	V.CVV.CV.CVC.CV		地名（伊平屋内）							20220418		
TY1611	1	sonnaa	ソンナー	sonnaː	NA	沖縄語	地名	名詞	不明	CVC.CVV		地名（伊平屋内）							20220418		
TY1612	1	saagaziman	サーガジマン	saːgaʥimaɴ	NA	沖縄語	地名	名詞	不明	CVV.CV.CV.CVC		地名（伊平屋内）							20220418		
TY1613	1	torunufusi	トルヌフシ	toɾunuɸuɕi	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1614	1	sičanukaa	シチャヌカー	ɕiʨanukaː	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CVV		地名（伊平屋内）							20220418		
TY1615	1	gongon	ゴンゴン	goŋgoɴ	NA	沖縄語	地名	名詞	不明	CVC.CVC		地名（伊平屋内）							20220418		
TY1616	1	tanmeegaa	タンメーガー	tammeːgaː	NA	沖縄語	地名	名詞	不明	CVC.CVV.CVV		地名（伊平屋内）							20220418		
TY1617	1	čiigaa	チーガー	ʨiːgaː	NA	沖縄語	地名	名詞	不明	CVV.CVV		地名（伊平屋内）							20220418		
TY1618	1	uminagaraa	ウミナガラー	uminagaɾaː	NA	沖縄語	地名	名詞	不明	V.CV.CV.CV.CVV		地名（伊平屋内）							20220418		
TY1619	1	saataajaa	サーターヤー	saːtaːjaː	NA	沖縄語	地名	名詞	不明	CVV.CVV.CVV		地名（伊平屋内）							20220418		
TY1620	1	jaanui	ヤーヌイ	jaːnui	NA	沖縄語	地名	名詞	不明	CVV.CV.V		地名（伊平屋内）							20220418		
TY1621	1	iinuhantaa	イーヌハンター	iːnuhantaː	NA	沖縄語	地名	名詞	不明	VV.CV.CVC.CVV		地名（伊平屋内）							20220418		
TY1622	1	jaanuiinuhoogu	ヤーヌイーヌホーグ	jaːnuiːnuhoːgu	NA	沖縄語	地名	名詞	不明	CVV.CV.VV.CV.CVV.CV		地名（伊平屋内）							20220418		
TY1623	1	siagumoo	シヌグモー	ɕinugumoː	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CVV		地名（伊平屋内）							20220418		
TY1624	1	isigura	イシグラ	iɕiguɾa	NA	沖縄語	地名	名詞	不明	V.CV.CV.CV		地名（伊平屋内）							20220418		
TY1625	1	hiitatejaa	ヒータテヤー	çiːtatejaː	NA	沖縄語	地名	名詞	不明	CVV.CV.CV.CVV		地名（伊平屋内）							20220418		
TY1626	1	inukaa	イヌカー	inukaː	NA	沖縄語	地名	名詞	不明	V.CV.CVV		地名（伊平屋内）							20220418		
TY1627	1	seenaa	セーナー	seːnaː	NA	沖縄語	地名	名詞	不明	CVV.CVV		地名（伊平屋内）							20220418		
TY1628	1	maačimasi	マーチマシ	maːʨimaɕi	NA	沖縄語	地名	名詞	不明	CVV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1629	1	iidaki	イーダキ	iːdaki	NA	沖縄語	地名	名詞	不明	VV.CV.CV		地名（伊平屋内）							20220418		
TY1630	1	ahasima	アハシマ	ahaɕima	NA	沖縄語	地名	名詞	不明	V.CV.CV.CV		地名（伊平屋内）							20220418		
TY1631	1	wahatsura	ワハツラ	wahacuɾa	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1632	1	tantsui	タンツイ	tancui	NA	沖縄語	地名	名詞	不明	CVC.CV.V		地名（伊平屋内）							20220418		
TY1633	1	kusato	クサト	kusato	NA	沖縄語	地名	名詞	不明	CV.CV.CV		地名（伊平屋内）							20220418		
TY1634	1	jontaamaači	ヨンターマーチ	jontaːmaːʨi	NA	沖縄語	地名	名詞	不明	CVC.CVV.CVV.CV		地名（伊平屋内）							20220418		
TY1635	1	jontanagasiči	ヨンタナガシチ	jontanagaɕiʨi	NA	沖縄語	地名	名詞	不明	CVC.CV.CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1636	1	miimizaa	ミーミザー	miːmizaː	NA	沖縄語	地名	名詞	不明	CVV.CV.CVV		地名（伊平屋内）							20220418		
TY1637	1	tokkuwaanuhoogu	トックワーヌホーグ	tokkuwaːnuhoːgu	NA	沖縄語	地名	名詞	不明	CVC.CV.CVV.CV.CVV.CV		地名（伊平屋内）							20220418		
TY1638	1	mingin	ミンギン	miŋgiɴ	NA	沖縄語	地名	名詞	不明	CVC.CVC		地名（伊平屋内）							20220418		
TY1639	1	taoo	タオー	taoː	NA	沖縄語	地名	名詞	不明	CV.VV		地名（伊平屋内）							20220418		
TY1640	1	utaki	ウタキ	utaki	NA	沖縄語	地名	名詞	不明	V.CV.CV		地名（伊平屋内）							20220418		
TY1641	1	toojama	トーヤマ	toːjama	NA	沖縄語	地名	名詞	不明	CVV.CV.CV		地名（伊平屋内）							20220418		
TY1642	1	naakasimazirinuiči	ナーカシマジリヌイチ	naːkaɕimaʥiɾinuiʨi	NA	沖縄語	地名	名詞	不明	CVV.CV.CV.CV.CV.CV.CV.V.CV		地名（伊平屋内）							20220418		
TY1643	1	toubarumaiči	トウバルマイチ	toubaɾumaiʨi	NA	沖縄語	地名	名詞	不明	CV.V.CV.CV.CV.V.CV		地名（伊平屋内）							20220418		
TY1644	1	ufuiči	ウフイチ	uɸuiʨi	NA	沖縄語	地名	名詞	不明	V.CV.V.CV		地名（伊平屋内）							20220418		
TY1645	1	ičinkuwa	イチンクワ	iʨiŋkuwa	NA	沖縄語	地名	名詞	不明	V.CVC.CV.CV		地名（伊平屋内）							20220418		
TY1646	1	dakiiči	ダキイチ	dakiiʨi	NA	沖縄語	地名	名詞	不明	CV.CV.V.CV		地名（伊平屋内）							20220418		
TY1647	1	ičinuhata	イチヌハタ	iʨinuhata	NA	沖縄語	地名	名詞	不明	V.CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1648	1	kijosin	キヨシン	kijoɕiɴ	NA	沖縄語	地名	名詞	不明	CV.CV.CVC		地名（伊平屋内）							20220418		
TY1649	1	jaara	ヤーラ	jaːɾa	NA	沖縄語	地名	名詞	不明	CVV.CV		地名（伊平屋内）							20220418		
TY1650	1	jaranuhoogu	ヤラヌホーグ	jaɾanuhoːgu	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CVV.CV		地名（伊平屋内）							20220418		
TY1651	1	saata	サータ	saːta	NA	沖縄語	地名	名詞	不明	CVV.CV		地名（伊平屋内）							20220418		
TY1652	1	migujaa	ミグヤー	migujaː	NA	沖縄語	地名	名詞	不明	CV.CV.CVV		地名（伊平屋内）							20220418		
TY1653	1	isimasii	イシマシー	iɕimaɕiː	NA	沖縄語	地名	名詞	不明	V.CV.CV.CVV		地名（伊平屋内）							20220418		
TY1654	1	haidaa	ハイダー	haidaː	NA	沖縄語	地名	名詞	不明	CV.V.CVV		地名（伊平屋内）							20220418		
TY1655	1	jamadagama	ヤマダガマ	jamadagama	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1656	1	jamadanusuku	ヤマダヌスク	jamadanusuku	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1657	1	hatsuta	ハツタ	hacuta	NA	沖縄語	地名	名詞	不明	CV.CV.CV		地名（伊平屋内）							20220418		
TY1658	1	niiguči	ニーグチ	niːguʨi	NA	沖縄語	地名	名詞	不明	CVV.CV.CV		地名（伊平屋内）							20220418		
TY1659	1	jarusiči	ヤルシチ	jaɾuɕiʨi	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1660	1	jamadanči	ヤマダンチ	jamadanʨi	NA	沖縄語	地名	名詞	不明	CV.CV.CVC.CV		地名（伊平屋内）							20220418		
TY1661	1	ufuzaa	ウフザー	uɸuzaː	NA	沖縄語	地名	名詞	不明	V.CV.CVV		地名（伊平屋内）							20220418		
TY1662	1	nahawasa	ナハワサ	nahawasa	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1663	1	rikuzahoo	リクザホー	ɾikuzahoː	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CVV		地名（伊平屋内）							20220418		
TY1664	1	hasama	ハサマ	hasama	NA	沖縄語	地名	名詞	不明	CV.CV.CV		地名（伊平屋内）							20220418		
TY1665	1	jaatagaara	ヤータガーラ	jaːtagaːɾa	NA	沖縄語	地名	名詞	不明	CVV.CV.CVV.CV		地名（伊平屋内）							20220418		
TY1666	1	masihazi	マシハジ	maɕihaʥi	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1667	1	nahawataki	ナハワタキ	nahawataki	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1668	1	innumizi	インヌミジ	innumiʥi	NA	沖縄語	地名	名詞	不明	VC.CV.CV.CV		地名（伊平屋内）							20220418		
TY1669	1	tanasiza	タナシザ	tanaɕiza	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1670	1	zui	ズイ	zui	NA	沖縄語	地名	名詞	不明	CV.V		地名（伊平屋内）							20220418		
TY1671	1	hamigui	ハミグイ	hamigui	NA	沖縄語	地名	名詞	不明	CV.CV.CV.V		地名（伊平屋内）							20220418		
TY1672	1	zuiuriguči	ズイウリグチ	zuiuɾiguʨi	NA	沖縄語	地名	名詞	不明	CV.V.V.CV.CV.CV		地名（伊平屋内）							20220418		
TY1673	1	ahamasuku	アハマスク	ahamasuku	NA	沖縄語	地名	名詞	不明	V.CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1674	1	učiwataki	ウチワタキ	uʨiwataki	NA	沖縄語	地名	名詞	不明	V.CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1675	1	fuwaarusii	フワールシー	ɸuwaːɾuɕiː	NA	沖縄語	地名	名詞	不明	CV.CVV.CV.CVV		地名（伊平屋内）							20220418		
TY1676	1	saarawatanzi	サーラワタンジ	saːɾawatanʥi	NA	沖縄語	地名	名詞	不明	CVV.CV.CV.CVC.CV		地名（伊平屋内）							20220418		
TY1677	1	agarihari	アガリハリ	agaɾihaɾi	NA	沖縄語	地名	名詞	不明	V.CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1678	1	nahawahari	ナハワハリ	nahawahaɾi	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1679	1	irihari	イリハリ	iɾihaɾi	NA	沖縄語	地名	名詞	不明	V.CV.CV.CV		地名（伊平屋内）							20220418		
TY1680	1	maaui	マーウイ	maːui	NA	沖縄語	地名	名詞	不明	CVV.V.V		地名（伊平屋内）							20220418		
TY1681	1	tana	タナ	tana	NA	沖縄語	地名	名詞	不明	CV.CV		地名（伊平屋内）							20220418		
TY1682	1	kamisii	カミシー	kamiɕiː	NA	沖縄語	地名	名詞	不明	CV.CV.CVV		地名（伊平屋内）							20220418		
TY1683	1	irugaa	イルガー	iɾugaː	NA	沖縄語	地名	名詞	不明	V.CV.CVV		地名（伊平屋内）							20220418		
TY1684	1	omija	オミヤ	omija	NA	沖縄語	地名	名詞	不明	V.CV.CV		地名（伊平屋内）							20220418		
TY1685	1	ugami	ウガミ	ugami	NA	沖縄語	地名	名詞	不明	V.CV.CV		地名（伊平屋内）							20220418		
TY1686	1	saatamo	サータモ	saːtamo	NA	沖縄語	地名	名詞	不明	CVV.CV.CV		地名（伊平屋内）							20220418		
TY1687	1	fukaminna	フカミンナ	ɸukaminna	NA	沖縄語	地名	名詞	不明	CV.CV.CVC.CV		地名（伊平屋内）							20220418		
TY1688	1	ufuisi	ウフイシ	uɸuiɕi	NA	沖縄語	地名	名詞	不明	V.CV.V.CV		地名（伊平屋内）							20220418		
TY1689	1	tantsui	タンツイ	tancui	NA	沖縄語	地名	名詞	不明	CVC.CV.V		地名（伊平屋内）							20220418		
TY1690	1	isiwara	イシワラ	iɕiwaɾa	NA	沖縄語	地名	名詞	不明	V.CV.CV.CV		地名（伊平屋内）							20220418		
TY1691	1	saačirači	サーチラチ	saːʨiɾaʨi	NA	沖縄語	地名	名詞	不明	CVV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1692	1	hamankuwa	ハマンクワ	hamaŋkuwa	NA	沖縄語	地名	名詞	不明	CV.CVC.CV.CV		地名（伊平屋内）							20220418		
TY1693	1	haniku	ハニク	haniku	NA	沖縄語	地名	名詞	不明	CV.CV.CV		地名（伊平屋内）							20220418		
TY1694	1	juni	ユニ	juni	NA	沖縄語	地名	名詞	不明	CV.CV		地名（伊平屋内）							20220418		
TY1695	1	hantamoo	ハンタモー	hantamoː	NA	沖縄語	地名	名詞	不明	CVC.CV.CVV		地名（伊平屋内）							20220418		
TY1696	1	kusinukaa	クシヌカー	kuɕinukaː	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CVV		地名（伊平屋内）							20220418		
TY1697	1	hančinuii	ハンチヌイー	hanʨinuiː	NA	沖縄語	地名	名詞	不明	CVC.CV.CV.VV		地名（伊平屋内）							20220418		
TY1698	1	jamatonagasiči	ヤマトナガシチ	jamatonagaɕiʨi	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1699	1	jamato	ヤマト	jamato	NA	沖縄語	地名	名詞	不明	CV.CV.CV		地名（伊平屋内）							20220418		
TY1700	1	isinčizaa	イシンチザー	iɕinʨizaː	NA	沖縄語	地名	名詞	不明	V.CVC.CVV		地名（伊平屋内）							20220418		
TY1701	1	maačiue	マァーチウエ	maːʨiue	NA	沖縄語	地名	名詞	不明	CVV.CV.V.V		地名（伊平屋内）							20220418		
TY1702	1	hirufugaa	ヒルフガー	çiɾuɸugaː	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CVV		地名（伊平屋内）							20220418		
TY1703	1	hirufu	ヒルフ	çiɾuɸu	NA	沖縄語	地名	名詞	不明	CV.CV.CV		地名（伊平屋内）							20220418		
TY1704	1	kuranuii	クラヌイー	kuɾanuiː	NA	沖縄語	地名	名詞	不明	CV.CV.CV.VV		地名（伊平屋内）							20220418		
TY1705	1	binnudaki	ビンヌダキ	binnudaki	NA	沖縄語	地名	名詞	不明	CVC.CV.CV.CV		地名（伊平屋内）							20220418		
TY1706	1	gunsana	グンサナ	gunsana	NA	沖縄語	地名	名詞	不明	CVC.CV.CV		地名（伊平屋内）							20220418		
TY1707	1	teričijama	テリチヤマ	teɾiʨijama	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1708	1	nuuruzii	ヌールジー	nuːɾuʥiː	NA	沖縄語	地名	名詞	不明	CVV.CV.CVV		地名（伊平屋内）							20220418		
TY1709	1	satonaa	サトナー	satonaː	NA	沖縄語	地名	名詞	不明	CV.CV.CVV		地名（伊平屋内）							20220418		
TY1710	1	sičanusinzu	シチャヌシンジュ	ɕičanuɕinʥu	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CVC.CV		地名（伊平屋内）							20220418		
TY1711	1	meetaki	メータキ	meːtaki	NA	沖縄語	地名	名詞	不明	CVV.CV.CV		地名（伊平屋内）							20220418		
TY1712	1	nahaman	ナハマン	nahamaɴ	NA	沖縄語	地名	名詞	不明	CV.CV.CVC		地名（伊平屋内）							20220418		
TY1713	1	unna	ウンナ	unna	NA	沖縄語	地名	名詞	不明	VC.CV		地名（伊平屋内）							20220418		
TY1714	1	ufujama	ウフヤマ	uɸujama	NA	沖縄語	地名	名詞	不明	V.CV.CV.CV		地名（伊平屋内）							20220418		
TY1715	1	nahataki	ナハタキ	nahataki	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1716	1	ičimahata	イチマハタ	iʨimahata	NA	沖縄語	地名	名詞	不明	V.CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1717	1	sakiruu	サキルー	sakiɾuː	NA	沖縄語	地名	名詞	不明	CV.CV.CVV		地名（伊平屋内）							20220418		
TY1718	1	ziruman	ジルマン	ʥiɾumaɴ	NA	沖縄語	地名	名詞	不明	CV.CV.CVC		地名（伊平屋内）							20220418		
TY1719	1	ahataki	アハタキ	ahataki	NA	沖縄語	地名	名詞	不明	V.CV.CV.CV		地名（伊平屋内）							20220418		
TY1720	1	kuwanzina	クワンジナ	kuwanʥina	NA	沖縄語	地名	名詞	不明	CV.CVC.CV.CV		地名（伊平屋内）							20220418		
TY1721	1	jamanufusi	ヤマヌフシ	jamanuɸuɕi	NA	沖縄語	地名	名詞	不明	CV.CV.CV.CV.CV		地名（伊平屋内）							20220418		
TY1722	1	kuiri	クイリ	kuiɾi	NA	沖縄語	地名	名詞	不明	CV.V.CV		地名（伊平屋内）							20220418		
TY1723	1	ungeena	ウンゲーナ	uŋgeːna	NA	沖縄語	地名	名詞	不明	VC.CVV.CV		地名（伊平屋内）							20220418		
TY1724	1	guči	グチ	guʨi	NA	沖縄語	地名	名詞	不明	CV.CV		地名（伊平屋内）							20220418		
